,KODE,PT,KOTA,FASWIL,KEBIJAKAN,,,STANDAR_INSTITUSI,,,STDL,AMI,,,EVALUASI_LAIN,,,JML. EV. LAIN,PENGENDALIAN,,,PENINGKATAN,,,BOBOT VLD,Ket. Validasi,BOBOT VER,Ket. Verifikasi,BOBOT UNG,Ket. Unggah,Klaster,COUNT,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,10,,,,3,,,,,,,10,,,6,,,35,,35,,35,,,,
,,,,,UNG,VER,VLD,UNG,VER,VLD,VLD,UNG,VER,VLD,UNG,VER,VLD,VLD,UNG,VER,VLD,UNG,VER,VLD,% (VLD),,% (VER),,% (UNG),,,,
295,45006,Politeknik Krakatau,Kota Cilegon,Supriyadi Sadikin,6,3,2,8,0,0,0,3,3,3,1,0,0,0,8,0,0,6,0,0,14%,Belum Tervalidasi,17%,Belum Terverifikasi,89%,Tidak Lengkap,Merah,,
296,45069,Politeknik Mardira Indonesia,Kabupaten Majalengka,Supriyadi Sadikin,6,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,46%,Tidak Lengkap,Merah,,
297,45060,Politeknik Maritim Eka Utama Subang,Kabupaten Subang,Emma Hermawati Muhari,6,6,0,10,0,0,0,3,3,2,4,4,0,0,5,5,0,6,5,0,6%,Belum Tervalidasi,54%,Belum Terverifikasi,86%,Tidak Lengkap,Merah,,
298,45062,Politeknik Merdeka Belajar Indonesia,Kabupaten Sumedang,Supriyadi Sadikin,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,26%,Tidak Lengkap,Merah,,
299,45002,Politeknik Pajajaran Insan Cinta Bangsa Bandung,Kota Bandung,Emma Hermawati Muhari,6,6,6,5,5,0,0,3,2,1,1,1,1,0,4,4,0,6,0,0,20%,Belum Tervalidasi,49%,Belum Terverifikasi,69%,Tidak Lengkap,Merah,,
300,45023,Politeknik Perdana Mandiri,Kabupaten Purwakarta,Supriyadi Sadikin,6,6,0,5,5,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0%,Tidak Ada,31%,Belum Terverifikasi,31%,Tidak Lengkap,Merah,,
301,45028,Politeknik PGRI Banten,Kabupaten Serang,Supriyadi Sadikin,6,3,3,6,6,6,1,1,0,0,1,0,0,0,0,0,0,1,1,0,26%,Belum Tervalidasi,29%,Belum Terverifikasi,40%,Tidak Lengkap,Merah,,
302,45018,Politeknik Praktisi Bandung,Kota Bandung,Emma Hermawati Muhari,6,6,4,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29%,Belum Tervalidasi,46%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
303,45071,Politeknik Prasetiya Mandiri,Kota Bogor,Lisye Fitria,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
304,45047,Politeknik Sains Seni Rekakreasi,Kabupaten Bogor,Supriyadi Sadikin,6,6,5,10,10,0,3,0,0,0,1,1,1,1,0,0,0,0,0,0,14%,Belum Tervalidasi,46%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
305,45067,Politeknik Siber Cerdika Internasional,Kabupaten Cirebon,Supriyadi Sadikin,6,0,0,10,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,54%,Tidak Lengkap,Merah,,
306,45020,Politeknik Sukabumi,Kota Sukabumi,Supriyadi Sadikin,6,6,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,17%,Belum Tervalidasi,17%,Belum Terverifikasi,43%,Tidak Lengkap,Merah,,
307,45058,Politeknik Takumi,Kabupaten Bekasi,Emma Hermawati Muhari,6,5,5,10,10,10,3,3,3,3,4,0,0,1,6,6,6,6,3,3,77%,Belum Tervalidasi,77%,Belum Terverifikasi,89%,Tidak Lengkap,Kuning,,
308,45068,Politeknik Yusuf Mansur,Kota Tangerang,Emma Hermawati Muhari,6,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3%,Belum Tervalidasi,3%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
309,45063,Politeknik Zanjabila Banten,Kota Serang,Emma Hermawati Muhari,6,6,0,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,37%,Belum Terverifikasi,37%,Tidak Lengkap,Merah,,
310,45029,Politenik Kesehatan Yapkesbi Sukabumi,Kota Sukabumi,Emma Hermawati Muhari,6,6,6,6,4,0,14,3,3,2,3,0,0,0,2,2,0,6,6,0,23%,Belum Tervalidasi,60%,Belum Terverifikasi,66%,Tidak Lengkap,Merah,,
311,43317,Sekolah Tinggi Analis Bakti Asih,Kabupaten Bandung,Nanah Sujanah,6,2,2,10,2,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,20%,Belum Tervalidasi,20%,Belum Terverifikasi,54%,Tidak Lengkap,Merah,,
312,43259,Sekolah Tinggi Analis Kimia Cilegon,Kota Cilegon,Nanah Sujanah,6,0,0,6,5,5,1,3,0,0,3,1,1,0,6,0,0,6,1,1,17%,Belum Tervalidasi,17%,Belum Terverifikasi,77%,Tidak Lengkap,Merah,,
313,43272,Sekolah Tinggi Bahasa Asing Bina Dinamika Cianjur,Kabupaten Cianjur,Meita Lukitawati Sujatna,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
314,43246,Sekolah Tinggi Bahasa Asing Cipto Hadi Pranoto,Kota Bekasi,Meita Lukitawati Sujatna,6,6,6,9,8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,31%,Belum Tervalidasi,40%,Belum Terverifikasi,43%,Tidak Lengkap,Merah,,
315,43312,Sekolah Tinggi Bahasa Asing IEC Bekasi,Kota Bekasi,Meita Lukitawati Sujatna,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31%,Belum Tervalidasi,0%,Tidak Ada,0%,Tidak Ada,Merah,,
316,43355,Sekolah Tinggi Farmasi Muhammadiyah Cirebon,Kabupaten Cirebon,Meita Lukitawati Sujatna,6,0,0,6,6,6,1,3,0,0,4,0,0,0,9,0,0,6,0,0,17%,Belum Tervalidasi,17%,Belum Terverifikasi,86%,Tidak Lengkap,Merah,,
317,43001,Sekolah Tinggi Hukum Bandung,Kota Bandung,Nan Rahminawati,6,6,6,10,10,10,0,3,1,1,4,0,0,0,8,0,0,6,0,0,49%,Belum Tervalidasi,49%,Belum Terverifikasi,94%,Tidak Lengkap,Merah,,
318,43002,Sekolah Tinggi Hukum Galunggung,Kota Tasikmalaya,Nan Rahminawati,6,1,1,10,0,0,2,3,0,0,4,0,0,0,10,0,0,6,0,0,3%,Belum Tervalidasi,3%,Belum Terverifikasi,100%,Sudah Unggah,Merah,,
319,43029,Sekolah Tinggi Hukum Garut,Kabupaten Garut,Nan Rahminawati,6,6,6,3,3,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,29%,Belum Tervalidasi,34%,Belum Terverifikasi,34%,Tidak Lengkap,Merah,,
320,43042,Sekolah Tinggi Ilmu Administrasi Bagasasi,Kota Bandung,Nan Rahminawati,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46%,Belum Tervalidasi,0%,Tidak Ada,0%,Tidak Ada,Merah,,
321,43215,Sekolah Tinggi Ilmu Administrasi Banten,Kabupaten Pandeglang,Nandi Widarman S,6,0,0,10,0,0,3,3,0,0,4,0,0,0,10,0,0,6,0,0,0%,Tidak Ada,0%,Tidak Ada,100%,Sudah Unggah,Merah,,
322,43255,Sekolah Tinggi Ilmu Administrasi Cimahi,Kota Cimahi,Nandi Widarman S,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
323,43010,Sekolah Tinggi Ilmu Administrasi Maulana Yusuf Banten,Kota Serang,Nandi Widarman S,6,6,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3%,Belum Tervalidasi,26%,Belum Terverifikasi,26%,Tidak Lengkap,Merah,,
324,43033,Sekolah Tinggi Ilmu Administrasi Menara Siswa,Kabupaten Bogor,Lisye Fitria,6,6,6,10,10,6,0,3,3,0,4,0,0,0,1,1,0,6,6,0,34%,Belum Tervalidasi,74%,Belum Terverifikasi,74%,Tidak Lengkap,Merah,,
325,43214,Sekolah Tinggi Ilmu Administrasi Sandikta,Kota Bekasi,Nandi Widarman S,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14%,Belum Tervalidasi,17%,Belum Terverifikasi,20%,Tidak Lengkap,Merah,,
326,43014,Sekolah Tinggi Ilmu Administrasi YPPT Tasikmalaya,#N/A,Nan Rahminawati,6,6,6,10,10,10,29,3,3,3,0,0,0,0,3,3,0,6,0,0,54%,Belum Tervalidasi,63%,Belum Terverifikasi,80%,Tidak Lengkap,Kuning,,
327,43391,Sekolah Tinggi Ilmu Ekonomi Arlindo,Kota Bekasi,Emma Hermawati Muhari,6,6,4,10,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,Belum Tervalidasi,46%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
328,43236,Sekolah Tinggi Ilmu Ekonomi Budi Pertiwi,Kabupaten Karawang,Nandi Widarman S,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6%,Belum Tervalidasi,6%,Belum Terverifikasi,17%,Tidak Lengkap,Merah,,
329,43094,Sekolah Tinggi Ilmu Ekonomi Cirebon,Kabupaten Cirebon,Nandi Widarman S,6,6,6,8,6,6,5,3,2,0,3,0,0,0,1,1,0,6,4,4,46%,Belum Tervalidasi,54%,Belum Terverifikasi,69%,Tidak Lengkap,Merah,,
330,43171,Sekolah Tinggi Ilmu Ekonomi Dewantara,Kabupaten Bogor,Nan Rahminawati,6,0,0,7,7,0,0,3,0,0,1,1,1,0,1,0,0,1,1,0,0%,Tidak Ada,23%,Belum Terverifikasi,51%,Tidak Lengkap,Merah,,
331,43384,Sekolah Tinggi Ilmu Ekonomi Dharma Agung Indonesia,Kabupaten Bekasi,Nandi Widarman S,6,2,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6%,Belum Tervalidasi,6%,Belum Terverifikasi,37%,Tidak Lengkap,Merah,,
332,43316,Sekolah Tinggi Ilmu Ekonomi Dwimulya,Kota Serang,Nandi Widarman S,6,0,0,10,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17%,Belum Tervalidasi,17%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
333,43127,Sekolah Tinggi Ilmu Ekonomi Fajar,Kota Depok,Nandi Widarman S,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
334,43273,Sekolah Tinggi Ilmu Ekonomi Gici,Kota Depok,Dewi Kurniasih,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah,,
335,43310,Sekolah Tinggi Ilmu Ekonomi Hidayatullah Depok,Kota Depok,Nandi Widarman S,6,3,3,10,4,4,1,3,0,0,2,0,0,0,3,0,0,6,0,0,20%,Belum Tervalidasi,20%,Belum Terverifikasi,80%,Tidak Lengkap,Merah,,
336,43176,Sekolah Tinggi Ilmu Ekonomi Kalpataru,Kota Bogor,Nandi Widarman S,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,34%,Tidak Lengkap,Merah,,
337,43170,Sekolah Tinggi Ilmu Ekonomi Latifah Mubarokiyah,Kabupaten Tasikmalaya,Nan Rahminawati,6,3,3,10,3,3,3,3,2,2,4,4,3,1,10,10,10,6,6,0,51%,Belum Tervalidasi,69%,Belum Terverifikasi,100%,Sudah Unggah,Kuning,,
338,43379,Sekolah Tinggi Ilmu Ekonomi Manajemen Bisnis Indonesia,Kota Depok,Nanah Sujanah,6,5,5,9,9,9,0,2,2,2,0,0,0,0,1,0,0,0,0,0,46%,Belum Tervalidasi,46%,Belum Terverifikasi,51%,Tidak Lengkap,Merah,,
339,43149,Sekolah Tinggi Ilmu Ekonomi Pandu Madania,Kabupaten Bogor,Supriyadi Sadikin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah,,
340,43195,Sekolah Tinggi Ilmu Ekonomi Paripurna,Kota Tangerang Selatan,Nan Rahminawati,6,6,4,10,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29%,Belum Tervalidasi,46%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
341,43056,Sekolah Tinggi Ilmu Ekonomi Pariwisata YAPARI,Kota Bandung,Nan Rahminawati,6,2,2,8,8,0,0,3,0,0,1,0,0,0,9,1,0,6,0,0,6%,Belum Tervalidasi,31%,Belum Terverifikasi,91%,Tidak Lengkap,Merah,,
342,43153,Sekolah Tinggi Ilmu Ekonomi Stan Im,Kota Bandung,Yusep Ikrawan,0,0,1,0,0,0,7,0,0,0,0,0,0,2,0,0,4,0,0,4,26%,Belum Tervalidasi,0%,Tidak Ada,0%,Tidak Ada,Merah,,
343,43119,Sekolah Tinggi Ilmu Ekonomi Sutaatmadja,Kabupaten Subang,Lisye Fitria,6,6,6,9,8,8,2,3,0,0,0,0,0,0,9,1,1,1,1,0,43%,Belum Tervalidasi,46%,Belum Terverifikasi,80%,Tidak Lengkap,Merah,,
344,43172,Sekolah Tinggi Ilmu Ekonomi Wibawa Karta Raharja,Kabupaten Purwakarta,Lisye Fitria,6,6,3,6,6,5,0,3,3,2,4,4,0,0,1,1,0,6,6,1,31%,Belum Tervalidasi,63%,Belum Terverifikasi,63%,Tidak Lengkap,Merah,,
345,48890,Sekolah Tinggi Ilmu Ekonomi Yayasan Pengembangan Bisnis Indonesia,Kabupaten Cianjur,Meita Lukitawati Sujatna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah,,
346,43093,Sekolah Tinggi Ilmu Ekonomi YP-Karya,Kota Tangerang,Yusep Ikrawan,6,6,2,10,9,0,0,3,0,0,4,0,0,0,1,0,0,6,0,0,6%,Belum Tervalidasi,43%,Belum Terverifikasi,74%,Tidak Lengkap,Merah,,
347,43364,Sekolah Tinggi Ilmu Hukum dan Politik Pelopor Bangsa,Kota Depok,Yusep Ikrawan,6,6,6,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37%,Belum Tervalidasi,37%,Belum Terverifikasi,37%,Tidak Lengkap,Merah,,
348,43247,Sekolah Tinggi Ilmu Hukum Dharma Andhiga,#N/A,Yusep Ikrawan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah,,
349,43106,Sekolah Tinggi Ilmu Hukum Gunung Jati,Kota Tangerang,Yusep Ikrawan,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17%,Belum Tervalidasi,17%,Belum Terverifikasi,17%,Tidak Lengkap,Merah,,
350,43329,Sekolah Tinggi Ilmu Hukum Painan,Kabupaten Tangerang,Meita Lukitawati Sujatna,6,4,4,10,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,11%,Belum Tervalidasi,11%,Belum Terverifikasi,77%,Tidak Lengkap,Merah,,
351,43387,Sekolah Tinggi Ilmu Kesehatan Aksari,Kabupaten Indramayu,Lisye Fitria,6,6,0,10,10,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,46%,Belum Terverifikasi,54%,Tidak Lengkap,Merah,,
352,43188,Sekolah Tinggi Ilmu Kesehatan Bina Putera Banjar,Kota Banjar,Lisye Fitria,6,6,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43%,Belum Tervalidasi,46%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
353,43332,Sekolah Tinggi Ilmu Kesehatan Holistik,Kabupaten Purwakarta,Lisye Fitria,6,1,1,10,10,10,2,3,0,0,3,1,1,0,3,3,3,6,2,2,46%,Belum Tervalidasi,46%,Belum Terverifikasi,80%,Tidak Lengkap,Merah,,
354,43366,Sekolah Tinggi Ilmu Kesehatan Khas Kempek,Kabupaten Cirebon,Yusep Ikrawan,6,6,6,9,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43%,Belum Tervalidasi,43%,Belum Terverifikasi,43%,Tidak Lengkap,Merah,,
355,43388,Sekolah Tinggi Ilmu Kesehatan Yayasan Lembaga Pendidikan Prada,Kabupaten Cirebon,Supriyadi Sadikin,6,5,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43%,Belum Tervalidasi,43%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
356,43383,Sekolah Tinggi Ilmu Kesehatan YPSDMI,Kabupaten Garut,Yusep Ikrawan,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
357,43177,Sekolah Tinggi Ilmu Komputer Poltek Cirebon,Kota Cirebon,Dewi Kurniasih,6,0,0,6,6,6,0,3,3,3,3,3,3,0,10,1,0,6,0,0,26%,Belum Tervalidasi,29%,Belum Terverifikasi,89%,Tidak Lengkap,Merah,,
358,43045,Sekolah Tinggi Ilmu Komunikasi Bandung,Kota Bandung,Supriyadi Sadikin,0,0,3,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,17%,Belum Tervalidasi,0%,Tidak Ada,0%,Tidak Ada,Merah,,
359,43258,Sekolah Tinggi Ilmu Komunikasi Wangsa Jaya,Kota Serang,Supriyadi Sadikin,6,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,26%,Tidak Lengkap,Merah,,
360,43241,Sekolah Tinggi Ilmu Sosial Dan Ilmu Politik Bekasi,Kota Bekasi,Supriyadi Sadikin,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
361,43182,Sekolah Tinggi Ilmu Teknik Bina Putra,Kota Banjar,Supriyadi Sadikin,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
362,43346,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Al-Amin Indramayu,Kabupaten Indramayu,Dewi Kurniasih,6,2,2,10,7,7,3,3,1,1,4,4,2,0,0,0,0,0,0,0,29%,Belum Tervalidasi,29%,Belum Terverifikasi,54%,Tidak Lengkap,Merah,,
363,43034,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Pasundan,Kota Cimahi,Nanah Sujanah,6,3,3,6,3,3,5,1,1,1,3,1,1,0,0,0,0,0,0,0,20%,Belum Tervalidasi,20%,Belum Terverifikasi,37%,Tidak Lengkap,Merah,,
364,43186,Sekolah Tinggi Kesehatan Indonesia Wirautama,Kabupaten Bandung,Nanah Sujanah,6,0,0,10,0,0,1,3,0,0,4,0,0,21,7,0,0,6,6,6,17%,Belum Tervalidasi,17%,Belum Terverifikasi,91%,Tidak Lengkap,Merah,,
365,43392,Sekolah Tinggi Manajemen Informatika Komputer Tazkia,Kabupaten Bogor,Emma Hermawati Muhari,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
366,43368,Sekolah Tinggi Pendidikan Holistik Berbasis Karakter,Kota Depok,Nanah Sujanah,6,1,1,7,3,3,0,3,0,0,1,0,0,3,1,0,0,6,0,0,11%,Belum Tervalidasi,11%,Belum Terverifikasi,66%,Tidak Lengkap,Merah,,
367,43187,Sekolah Tinggi Seni Musik Bandung,Kota Bandung,Meita Lukitawati Sujatna,6,6,6,10,10,10,0,3,3,3,4,0,0,1,3,3,3,6,6,2,69%,Belum Tervalidasi,80%,Belum Terverifikasi,80%,Tidak Lengkap,Kuning,,
368,43049,Sekolah Tinggi Teknologi Mineral Indonesia,Kota Bandung,Nanah Sujanah,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
369,43331,Sekolah Tinggi Teknologi Terpadu Nurul Fikri,Kota Depok,Nandi Widarman S,6,6,6,9,9,9,1,3,3,1,4,3,3,0,9,0,0,6,0,0,46%,Belum Tervalidasi,51%,Belum Terverifikasi,94%,Tidak Lengkap,Merah,,
370,43107,Sekolah Tinggi Teknologi Texmaco,Kabupaten Subang,Nandi Widarman S,6,6,6,3,3,3,0,3,3,3,1,1,1,0,3,3,3,6,1,1,46%,Belum Tervalidasi,46%,Belum Terverifikasi,60%,Tidak Lengkap,Merah,,
371,43318,STIEB Perdana Mandiri,Kabupaten Purwakarta,Nan Rahminawati,6,6,6,8,8,8,3,3,1,1,3,0,0,2,3,0,0,6,1,1,46%,Belum Tervalidasi,46%,Belum Terverifikasi,74%,Tidak Lengkap,Merah,,
372,43347,STIKES An Nasher Cirebon,Kabupaten Cirebon,Lisye Fitria,6,6,3,10,3,3,3,3,0,0,0,0,0,1,1,0,0,3,0,0,17%,Belum Tervalidasi,26%,Belum Terverifikasi,66%,Tidak Lengkap,Merah,,
373,43292,STIKES Faathir Husada,Kabupaten Tangerang,Yusep Ikrawan,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3%,Belum Tervalidasi,6%,Belum Terverifikasi,17%,Tidak Lengkap,Merah,,
374,43298,STIKES Karsa Husada Garut,Kabupaten Garut,Lisye Fitria,6,6,0,4,4,4,0,3,3,3,2,2,1,1,4,4,0,6,1,1,23%,Belum Tervalidasi,51%,Belum Terverifikasi,66%,Tidak Lengkap,Merah,,
375,43277,STIKES Muhammadiyah Ciamis,Kabupaten Ciamis,Dewi Kurniasih,6,6,6,10,10,10,2,3,3,3,4,1,1,1,7,2,2,6,6,6,77%,Belum Tervalidasi,77%,Belum Terverifikasi,91%,Tidak Lengkap,Kuning,,
376,43270,STIKES Wijaya Husada Bogor,Kota Bogor,Yusep Ikrawan,6,0,0,10,0,0,3,3,0,0,3,0,0,0,3,0,0,6,0,0,0%,Tidak Ada,0%,Tidak Ada,80%,Tidak Lengkap,Merah,,
377,43239,STISIP Banten Raya,Kabupaten Pandeglang,Supriyadi Sadikin,6,6,6,6,3,3,0,3,3,3,2,0,0,0,3,0,0,6,0,0,34%,Belum Tervalidasi,34%,Belum Terverifikasi,69%,Tidak Lengkap,Merah,,
378,43183,STISIP Bina Putera Banjar,Kota Banjar,Meita Lukitawati Sujatna,6,6,6,10,10,10,8,3,3,0,1,0,0,0,1,1,1,0,0,0,49%,Belum Tervalidasi,57%,Belum Terverifikasi,57%,Tidak Lengkap,Merah,,
379,43327,STISIP Guna Nusantara,Kabupaten Cianjur,Supriyadi Sadikin,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,20%,Tidak Lengkap,Merah,,
380,43367,STISIP Samudera Indonesia Selatan,Kabupaten Garut,Supriyadi Sadikin,6,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,34%,Tidak Lengkap,Merah,,
381,43148,STISIP Syamsul Ulum,Kota Sukabumi,Supriyadi Sadikin,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3%,Belum Tervalidasi,3%,Belum Terverifikasi,17%,Tidak Lengkap,Merah,,
382,43110,STISIP Tasikmalaya,Kota Tasikmalaya,Dewi Kurniasih,6,6,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,6,6,6,43%,Belum Tervalidasi,43%,Belum Terverifikasi,43%,Tidak Lengkap,Merah,,
383,43111,STKIP Arrahmaniyah,Kota Depok,Nandi Widarman S,6,6,4,6,6,6,0,3,0,0,0,0,0,0,1,0,0,0,0,0,29%,Belum Tervalidasi,34%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
384,43350,STKIP Babunnajah Pandeglang,Kabupaten Pandeglang,Supriyadi Sadikin,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
385,43334,STKIP Nahdlatul Ulama Indramayu,Kabupaten Indramayu,Supriyadi Sadikin,6,6,1,7,7,0,0,3,0,0,3,0,0,0,3,0,0,6,0,0,3%,Belum Tervalidasi,37%,Belum Terverifikasi,71%,Tidak Lengkap,Merah,,
386,43335,STKIP Purwakarta,Kabupaten Purwakarta,Nandi Widarman S,6,0,0,10,0,0,7,3,0,0,3,0,0,0,6,0,0,6,0,0,0%,Tidak Ada,0%,Tidak Ada,89%,Tidak Lengkap,Merah,,
387,43339,STKIP Situs Banten di Serang,Kota Serang,Emma Hermawati Muhari,6,6,1,8,8,8,0,3,3,1,0,0,0,0,1,1,1,0,0,0,31%,Belum Tervalidasi,51%,Belum Terverifikasi,51%,Tidak Lengkap,Merah,,
388,43321,STKIP Surya,Kota Tangerang,Emma Hermawati Muhari,6,0,0,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9%,Belum Tervalidasi,9%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
389,43344,STKIP Syekh Manshur,Kabupaten Pandeglang,Nanah Sujanah,6,5,5,8,0,0,0,3,0,0,4,0,0,0,9,0,0,6,0,0,14%,Belum Tervalidasi,14%,Belum Terverifikasi,91%,Tidak Lengkap,Merah,,
390,43140,STKIP Yasika,Kabupaten Majalengka,Nanah Sujanah,6,3,3,3,3,3,3,3,0,0,1,1,1,2,1,0,0,6,0,0,17%,Belum Tervalidasi,17%,Belum Terverifikasi,54%,Tidak Lengkap,Merah,,
391,43311,STMIK Antar Bangsa,Kota Tangerang,Dewi Kurniasih,6,4,4,10,8,8,1,3,2,2,1,0,0,0,1,0,0,0,0,0,40%,Belum Tervalidasi,40%,Belum Terverifikasi,57%,Tidak Lengkap,Merah,,
392,43121,STMIK Cilegon,Kota Cilegon,Dewi Kurniasih,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
393,43118,STMIK DCI,Kota Tasikmalaya,Emma Hermawati Muhari,6,6,6,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26%,Belum Tervalidasi,46%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
394,43268,STMIK Dharma Negara,Kota Bandung,Emma Hermawati Muhari,6,6,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,46%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
395,43198,STMIK Ganesha Bandung,Kota Bandung,Dewi Kurniasih,6,4,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29%,Belum Tervalidasi,40%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
